Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref3949,cid4638115,Photographic images,Cartes-de-visite,"Phillips, Philip. Mobile, AL, Carte-de-Visite of Phillip Phillips (1807-1884), an American lawyer and politician, who served as the representative from Alabama in the Democratic party and as secretary of the Reformed Society of Israelites","Carte-de-Visite of Phillip Phillips (1807-1884), an American lawyer and politician, who served as the representative from Alabama in the Democratic party and as secretary of the Reformed Society of Israelites","Phillips, Philip",,,"Mobile, AL",1860,Drawer,Mixed materials,Judaica Americana,Folder,AL 7,doc_ja_al_7_1r.tif; doc_ja_al_7_1v.tif
ref3950,cid4638114,Photographic images,Cartes-de-visite,Rachel.,,Rachel,,,,undated,Drawer,Mixed materials,Judaica Americana,Folder,NYC 731,doc_ja_nyc_731_1r.tif; doc_ja_nyc_731_1v
ref3951,cid4638113,Photographic images,Cartes-de-visite,"Remenyi, Eduard. New York, NY, Carte-de-visite of Eduard Remeny with his violin, solo violinist to Queen Victoria and later to Emperor Francis Joseph. Toured United States in 1880","Carte-de-visite of Eduard Remeny with his violin, solo violinist to Queen Victoria and later to Emperor Francis Joseph. Toured United States in 1880","Remenyi, Eduard",,,"New York, NY",1880,Drawer,Mixed materials,Judaica Americana,Folder,NYC 992,doc_ja_nyc_992_1r.tif; doc_ja_nyc_992_1v.tif
ref3952,cid4638112,Photographic images,Cartes-de-visite,"Robinson, Erwin. Tonica, IL",,"Robinson, Erwin",,,"Tonica, IL",1800 December 27,Drawer,Mixed materials,Judaica Americana,Folder,VA 658,doc_ja_va_658_1r.tif; doc_ja_va_658_1v.tif
ref3953,cid4638111,Photographic images,Cartes-de-visite,"Rothschild, James Mayer. Paris, France, Carte-de-visite of Baron James Mayer Rothschild (1792-1868), founder of Rothschild Freres in Paris","Carte-de-visite of Baron James Mayer Rothschild (1792-1868), founder of Rothschild Freres in Paris","Rothschild, James Mayer",,,"Paris, France",1875,Drawer,Mixed materials,International,Folder,23,doc_in_23_1r.tif; doc_in_23_1v.tif
ref3954,cid4638110,Photographic images,Cartes-de-visite,"Solomons, Adolphus Simeon. Washington, DC, Carte-de-visite with photo of adults at the table with full ad on the back for Philip and Solomon's Metrop\olitan Gallery",Carte-de-visite with photo of adults at the table with full ad on the back for Philip and Solomon's Metrop\olitan Gallery,"Solomons, Adolphus Simeon",,,"Washington, DC",1875,Drawer,Mixed materials,Judaica Americana,Folder,DC 721,doc_ja_dc_721_1r.tif; doc_ja_dc_721_1v.tif
ref3955,cid4638109,Photographic images,Cartes-de-visite,"Van Etten, Solomon. New York, NY",,"Van Etten, Solomon",,,"New York, NY",1860,Drawer,Mixed materials,Civil War,Folder,67,doc_cw_67_1r.tif; doc_cw_67_1v.tif
ref3956,cid4638108,Photographic images,Cartes-de-visite,"Vannerson and Levy. Richmond, VA, Carte-de-visite of all the Confederate generals with Robert E. Lee in the center. On the back is a full ad for Vannerson and Levy, photographers in Richmond, Virginia","Carte-de-visite of all the Confederate generals with Robert E. Lee in the center. On the back is a full ad for Vannerson and Levy, photographers in Richmond, Virginia",,,Vannerson and Levy,"Richmond, VA",1862,Drawer,Mixed materials,Civil War,Folder,18,doc_cw_18_1r.tif; doc_cw_18_1v.tif
ref3957,cid4638107,Photographic images,Cartes-de-visite,"Vannerson and Levy. Richmond, VA, Carte-de-visite of two confederate flags and a drum. On the back is a full ad for Vannerson and Levy, photographers in Richmond, Virginia","Carte-de-visite of two confederate flags and a drum. On the back is a full ad for Vannerson and Levy, photographers in Richmond, Virginia",,,Vannerson and Levy,"Richmond, VA",1862,Drawer,Mixed materials,Civil War,Folder,19,doc_cw_19_1r.tif; doc_cw_19_1v.tif
ref3958,cid4638106,Photographic images,Cartes-de-visite,"W. Frank Waters Co. Philadelphia, PA",,,,W. Frank Waters Co.,"Philadelphia, PA",1870,Folder,Mixed materials,Binder Q,Page,4,lbr_fq_s4_1r.tif; lbr_fq_s4_1v.tif
ref3960,cid4638105,Photographic images,Photographs,"Alscheuler, Samuel. Chicago, IL, Rare salt print photograph of the ship the Lady Elgin, which sank in 1860. The warehouse for the firm Selig and Cohen, manufactures of clothing, is in the photograph","Rare salt print photograph of the ship the Lady Elgin, which sank in 1860. The warehouse for the firm Selig and Cohen, manufactures of clothing, is in the photograph","Alscheuler, Samuel",,,"Chicago, IL",1859,Box,Mixed materials,1,Object,17,bx1_17_1r.tif
ref3961,cid4638104,Photographic images,Photographs,"Bachrach Jr., David. Baltimore, MD, Carte-de-visite of a woman",Carte-de-visite of a woman,"Bachrach Jr., David",,,"Baltimore, MD",1885,Drawer,Mixed materials,Judaica Americana,Folder,LA 163,doc_ja_la_163_1r.tif; doc_ja_la_163_1v.tif
ref3962,cid4638103,Photographic images,Photographs,"Bachrach, David. Annapolis, MD, Carte-de-visite of young naval man at the US naval academy",Carte-de-visite of young naval man at the US naval academy,"Bachrach, David",,,"Annapolis, MD",1862,Drawer,Mixed materials,Judaica Americana,Folder,LA 164,doc_ja_la_164_1r.tif; doc_ja_la_164_1v.tif
ref3963,cid4638102,Photographic images,Photographs,"Balasco, David. New York, NY, A photo of a scene from ""May Blossom"" at the Madison square theatre","A photo of a scene from ""May Blossom"" at the Madison square theatre","Balasco, David",,,"New York, NY",1884,Drawer,Mixed materials,Judaica Americana,Folder,NYC 773,doc_ja_nyc_773_1r.tif; doc_ja_nyc_773_1v.tif; doc_ja_nyc_773_2r.tif; doc_ja_nyc_773_2v.tif; doc_ja_nyc_773_3r.tif; doc_ja_nyc_773_3v.tif
ref3964,cid4638101,Photographic images,Photographs,"Bartuowski, Solomon. New York, NY, Police mug shot of Solomon Bartuowski, arrested as a general thief","Police mug shot of Solomon Bartuowski, arrested as a general thief","Bartuowski, Solomon",,,"New York, NY",1903 June 25,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2023,doc_ja_nycp_2023_1r.tif; doc_ja_nycp_2023_1v.tif
ref3965,cid4638100,Photographic images,Photographs,"Baruch, Bernard. Washington, DC, Photograph of a Derso-and-Kelen cartoon of Baruch and fellow delegates to the Atomic Energy Commission, all dressed up like Dumas' jolly musketeers, which was given to him on his 76th birthday. The photograph is signed by all five musketeers including Bernard Baruch","Photograph of a Derso-and-Kelen cartoon of Baruch and fellow delegates to the Atomic Energy Commission, all dressed up like Dumas' jolly musketeers, which was given to him on his 76th birthday. The photograph is signed by all five musketeers including Bernard Baruch","Baruch, Bernard",,,"Washington, DC",1946 September 2,Box,Mixed materials,4,Object,18,bx4_18_1r.tif; bx4_18_1v.tif
,,Photographic images,Photographs,"Baumfalk, Fred. Beatrice, NE, Cabinet card of three boys, each seen wearing a yarmulke. Back: ""Fred Baumfalk(?) sitting down, Morton Baumfalk and Dick, my father's cousins.""",,"Baumfalk, Fred",,,"Beatrice, NE",1885,,,,,,
ref3966,cid4638099,Photographic images,Photographs,"Beaton, Louise. New York, NY, Photograph of Louise Beaton as Rachel Goldstein for the Yiddish theatre",Photograph of Louise Beaton as Rachel Goldstein for the Yiddish theatre,"Beaton, Louise",,,"New York, NY",1910,Drawer,Mixed materials,Judaica Americana,Folder,NYC 737,doc_ja_nyc_737_1r.tif; doc_ja_nyc_737_1v.tif
ref3967,cid4638098,Photographic images,Photographs,"Behrens, S. Philadelphia, PA, Cabinet card of A. Bolof (?) in a Obiglio opera. He has inscribed it to his great friend S. Behrens",Cabinet card of A. Bolof (?) in a Obiglio opera. He has inscribed it to his great friend S. Behrens,"Behrens, S.",,,"Philadelphia, PA",1880,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 2,doc_ja_phil_2_1r.tif; doc_ja_phil_2_1v.tif
ref3968,cid4638097,Photographic images,Photographs,"Bowery. New York, NY, Stereograph of the Bowery",Stereograph of the Bowery,,,Bowery,"New York, NY",1905,Drawer,Mixed materials,Judaica Americana,Folder,NYC 1037,doc_ja_nyc_1037_1r.tif; doc_ja_nyc_1037_1v.tif
ref3969,cid4638096,Photographic images,Photographs,"Cardozo, Albert Jacob. New York, NY, Photograph of Albert Jacob Cardozo (1828-1885), the first Jew elected to the supreme court of New York","Photograph of Albert Jacob Cardozo (1828-1885), the first Jew elected to the supreme court of New York","Cardozo, Albert Jacob",,,"New York, NY",1875,Drawer,Mixed materials,Judaica Americana,Folder,NYC 784,doc_ja_nyc_784_1r.tif; doc_ja_nyc_784_1v.tif
ref3970,cid4638095,Photographic images,Photographs,"Carvalho, David Nunes. New York, NY, Photograph by D.N. Carvalho of the tomb of Civil War General Grant and guarding soldiers for the Grant Monument Association",Photograph by D.N. Carvalho of the tomb of Civil War General Grant and guarding soldiers for the Grant Monument Association,"Carvalho, David Nunes",,,"New York, NY",1887,Drawer,Mixed materials,Judaica Americana,Folder,NYC 762,doc_ja_nyc_762_1r.tif; doc_ja_nyc_762_1v.tif
ref3971,cid4638094,Photographic images,Photographs,"Cohen, Louis. Fairplay, CO, 1890's photograph/cabinet card of the Fairplay Baseball Club. It is a bust view in team uniform with Celsius Link, the team pitcher, and Louis Cohen as catcher","1890's photograph/cabinet card of the Fairplay Baseball Club. It is a bust view in team uniform with Celsius Link, the team pitcher, and Louis Cohen as catcher","Cohen, Louis",,,"Fairplay, CO",1899,Drawer,Mixed materials,Judaica Americana,Folder,CO 13,doc_ja_co_13_1r.tif; doc_ja_co_13_1v.tif
ref3972,cid4638093,Photographic images,Photographs,"Cohen, Louis. New York, NY, Police mug shot of Louis Cohen, arrested as a pickpocket","Police mug shot of Louis Cohen, arrested as a pickpocket","Cohen, Louis",,,"New York, NY",1907 September 6,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2022,doc_ja_nycp_2022_1r.tif; doc_ja_nycp_2022_1v.tif
ref3973,cid4638092,Photographic images,Photographs,"Cohen, Warren A. New Orleans, LA, Photograph of a young woman with add on the back for Turner and Cohen",Photograph of a young woman with add on the back for Turner and Cohen,"Cohen, Warren A.",,,"New Orleans, LA",1866,Drawer,Mixed materials,Judaica Americana,Folder,LA 127,doc_ja_la_127_1r.tif; doc_ja_la_127_1v.tif
ref3974,cid4638091,Photographic images,Photographs,"Cohn, L. B. Los Angeles, CA, Photograph of L.B. Cohn, posing with his boys in front of his pawn shop","Photograph of L.B. Cohn, posing with his boys in front of his pawn shop","Cohn, L. B.",,,"Los Angeles, CA",1885,Drawer,Mixed materials,Judaica Americana,Folder,CA 301,doc_ja_ca_301_1r.tif; doc_ja_ca_301_1v.tif
ref3975,cid4638090,Photographic images,Photographs,"De Young, Philip. Philadelphia, PA, Photograph of Philip Deyoung",Photograph of Philip Deyoung,"De Young, Philip",,,"Philadelphia, PA",1875,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 290,doc_ja_phil_290_1r.tif; doc_ja_phil_290_1v.tif
ref3976,cid4638089,Photographic images,Photographs,"De Young's. Philadelphia, PA",,,,De Young's,"Philadelphia, PA",1876,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 253,doc_ja_phil_253_1r.tif; doc_ja_phil_253_1v.tif
ref3977,cid4638088,Photographic images,Photographs,"First National Bank. Philadelphia, PA, Stereograph of Chestnut Street and 3rd Street",Stereograph of Chestnut Street and 3rd Street,,,First National Bank,"Philadelphia, PA",1873,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 130,doc_ja_phil_130_1r.tif; doc_ja_phil_130_1v.tif
ref3978,cid4638087,Photographic images,Photographs,Fitch's Drug Store.,,,,Fitch's Drug Store,,undated,Box,Mixed materials,9,Object,55,bx9_55_1r.tif; bx9_55_1v.tif
ref3979,cid4638086,Photographic images,Photographs,"Glaser, Lulu. New York, NY, Signed photocard published by newsboy",Signed photocard published by newsboy,"Glaser, Lulu",,,"New York, NY",1910,Drawer,Mixed materials,Judaica Americana,Folder,NYC 734,doc_ja_nyc_734_1r.tif; doc_ja_nyc_734_1v.tif
ref3980,cid4638085,Photographic images,Photographs,"Hertz, Alfred.",,"Hertz, Alfred",,,,undated,Drawer,Mixed materials,Judaica Americana,Folder,IN 85,doc_ja_in_85_1r.tif; doc_ja_in_85_1v.tif
ref3981,cid4638084,Photographic images,Photographs,"Huebinger Brothers. Davenport, IA, Photograph of an elderly Jewish man with a beard and a skull cap, holding a book. Photograph by Huebinger Bros","Photograph of an elderly Jewish man with a beard and a skull cap, holding a book. Photograph by Huebinger Bros",,,Huebinger Brothers,"Davenport, IA",1885,Drawer,Mixed materials,Judaica Americana,Folder,IA 89,doc_ja_ia_89_1r.tif; doc_ja_ia_89_1v.tif
ref3982,cid4638083,Photographic images,Photographs,"Ingersoll, T. W. Jerusalem, Palestine, Stereograph of David Street in Jerusalem",Stereograph of David Street in Jerusalem,"Ingersoll, T. W.",,,"Jerusalem, Palestine",1904,Drawer,Mixed materials,International,Folder,16,doc_in_16_1r.tif; doc_in_16_1v.tif
ref3983,cid4638082,Photographic images,Photographs,"Ingersoll, T. W. Jerusalem, Palestine, Stereograph of Moorish Street in Jerusalem",Stereograph of Moorish Street in Jerusalem,"Ingersoll, T. W.",,,"Jerusalem, Palestine",1904,Drawer,Mixed materials,International,Folder,15,doc_in_15_1r.tif; doc_in_15_1v.tif
ref3984,cid4638081,Photographic images,Photographs,"Ingersoll, T. W. Jerusalem, Stereograph of David Street in Jerusalem",Stereograph of David Street in Jerusalem,"Ingersoll, T. W.",,,Jerusalem,1904,Drawer,Mixed materials,International,Folder,11,doc_in_11_1r.tif; doc_in_11_1v.tif
ref3985,cid4638080,Photographic images,Photographs,"Jewish Synagogue. New York, NY, Stereoscope of a Jewish Synagogue",Stereoscope of a Jewish Synagogue,,,Jewish Synagogue,"New York, NY",1870 December 1,Drawer,Mixed materials,Judaica Americana,Folder,NYC 826,doc_ja_nyc_826_1r.tif; doc_ja_nyc_826_1v.tif
ref3986,cid4638079,Photographic images,Photographs,"Jewish Synagogue. New York, NY, Stereoscope of a Jewish Synagogue",Stereoscope of a Jewish Synagogue,,,Jewish Synagogue,"New York, NY",undated,Drawer,Mixed materials,Judaica Americana,Folder,NYC 827,doc_ja_nyc_827_1r.tif; doc_ja_nyc_827_1v.tif
ref3987,cid4638078,Photographic images,Photographs,"Jewish Synagogue. New York, NY, Stereoscope of a Jewish Synagogue",Stereoscope of a Jewish Synagogue,,,Jewish Synagogue,"New York, NY",undated,Drawer,Mixed materials,Judaica Americana,Folder,NYC 828,doc_ja_nyc_828_1r.tif; doc_ja_nyc_828_1v.tif
ref3988,cid4638077,Photographic images,Photographs,"Lane, Abel. Chicago, IL, Studio posed photograph of a subject done by Scholl Studio Chicago. Handwritten on the front is ""Dr. Abel Lane"". It may be an advertisement","Studio posed photograph of a subject done by Scholl Studio Chicago. Handwritten on the front is ""Dr. Abel Lane"". It may be an advertisement","Lane, Abel",,,"Chicago, IL",1885,Drawer,Mixed materials,Judaica Americana,Folder,IL 72,doc_ja_il_72_1r.tif; doc_ja_il_72_1v.tif
ref3989,cid4638076,Photographic images,Photographs,"Langfeld, Isaac and Langfeld, Carrie. Philadelphia, PA, Photograph of Isaac and Carrie Langfeld in a presentation folder on their 50th anniversary",Photograph of Isaac and Carrie Langfeld in a presentation folder on their 50th anniversary,"Langfeld, Isaac","Langfeld, Carrie",,"Philadelphia, PA",1893 October 5,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 128,doc_ja_phil_128_1r.tif; doc_ja_phil_128_1v.tif; doc_ja_phil_128_2r.tif; doc_ja_phil_128_2v.tif
ref3990,cid4638075,Photographic images,Photographs,"Levi, C. H., Mrs. Abilene, KS, Photo of Mrs. C.H. Levi",Photo of Mrs. C.H. Levi,"Levi, C. H., Mrs.",,,"Abilene, KS",1875,Drawer,Mixed materials,Judaica Americana,Folder,KS 117,doc_ja_ks_117_1r.tif; doc_ja_ks_117_1v.tif
ref3991,cid4638074,Photographic images,Photographs,"Levi, Monahan and Cohn, Isaac. Chicago, IL, Photographs of people from various nations represented at the World's Columbian Exposition, including a group photo of three Turkish Jews","Photographs of people from various nations represented at the World's Columbian Exposition, including a group photo of three Turkish Jews","Levi, Monahan","Cohn, Isaac",,"Chicago, IL",1898,Folder,Mixed materials,Binder F,Page,65,lbr_ff_s65_1r.tif; lbr_ff_s65_1v.tif
ref3992,cid4638073,Photographic images,Photographs,"Levi, Moses. Philadelphia, PA",,"Levi, Moses",,,"Philadelphia, PA",undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 133,doc_ja_phil_133_1r.tif; doc_ja_phil_133_1v.tif
ref3993,cid4638072,Photographic images,Photographs,"Levi, Moses. Philadelphia, PA",,"Levi, Moses",,,"Philadelphia, PA",undated,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 134,doc_ja_phil_134_1r.tif; doc_ja_phil_134_1v.tif
ref3994,cid4638071,Photographic images,Photographs,"Levy Sisters. New York, NY, Cabinet card of the Levy sisters",Cabinet card of the Levy sisters,,,Levy Sisters,"New York, NY",1890,Drawer,Mixed materials,Judaica Americana,Folder,NYC 736,doc_ja_nyc_736_1r.tif; doc_ja_nyc_736_1v.tif
ref3995,cid4638070,Photographic images,Photographs,"Levy Sisters. New York, NY, Cabinet card of the Levy sisters as ""the queens of the ostrich plumes in king kodak.""","Cabinet card of the Levy sisters as ""the queens of the ostrich plumes in king kodak.""",,,Levy Sisters,"New York, NY",1890,Drawer,Mixed materials,Judaica Americana,Folder,NYC 735,doc_ja_nyc_735_1r.tif; doc_ja_nyc_735_1v.tif
ref3996,cid4638069,Photographic images,Photographs,"Levy Sisters. New York, NY, Large cabinet card of the Levy sisters",Large cabinet card of the Levy sisters,,,Levy Sisters,"New York, NY",1890,Drawer,Mixed materials,Judaica Americana,Folder,NYC 738,doc_ja_nyc_738_1r.tif; doc_ja_nyc_738_1v.tif
ref3997,cid4638068,Photographic images,Photographs,"Levy, Alexander. Walsenburg, CO, Cabinet card of a mule and colt, owned by A. Levy, Walsenburg, Colorado","Cabinet card of a mule and colt, owned by A. Levy, Walsenburg, Colorado","Levy, Alexander",,,"Walsenburg, CO",1885,Drawer,Mixed materials,Judaica Americana,Folder,CO 20,doc_ja_co_20_1r.tif; doc_ja_co_20_1v.tif
ref3998,cid4638067,Photographic images,Photographs,"Levy, M. Navasota, TX, An original over sized cabinet card of the buildings in Navasota, Texas, picturing the M. Levy grocery and dry goods store","An original over sized cabinet card of the buildings in Navasota, Texas, picturing the M. Levy grocery and dry goods store","Levy, M.",,,"Navasota, TX",1875,Drawer,Mixed materials,Judaica Americana,Folder,TX 625,doc_ja_tx_625_1r.tif; doc_ja_tx_625_1v.tif
ref3999,cid4638066,Photographic images,Photographs,"Lilienthal, Theo. New Orleans, LA, Photograph of a Civil War soldier, from Theo. Lilienthal's photographic gallery","Photograph of a Civil War soldier, from Theo. Lilienthal's photographic gallery","Lilienthal, Theo.",,,"New Orleans, LA",1864,Drawer,Mixed materials,Judaica Americana,Folder,LA 143,doc_ja_la_143_1r.tif; doc_ja_la_143_1v.tif
ref4000,cid4638065,Photographic images,Photographs,"Lipman, Clara. New York, NY, Cabinet card of Clara Lipman, a well-known Jewish actress, with her signature on the face of the photo. Printed by Schloss","Cabinet card of Clara Lipman, a well-known Jewish actress, with her signature on the face of the photo. Printed by Schloss","Lipman, Clara",,,"New York, NY",1897,Drawer,Mixed materials,Judaica Americana,Folder,NYC 931,doc_ja_nyc_931_1r.tif; doc_ja_nyc_931_1v.tif
ref4001,cid4638064,Photographic images,Photographs,"Loeb, Rose. Philadelphia, PA, Carte-de-visite of Rose Loeb, wife of Sam Loeb, with a full ad on the back for F. Gutekunst","Carte-de-visite of Rose Loeb, wife of Sam Loeb, with a full ad on the back for F. Gutekunst","Loeb, Rose",,,"Philadelphia, PA",1875,Folder,Mixed materials,Binder Q,Page,3,lbr_fq_s3_2r.tif; lbr_fq_s3_2v.tif
ref4002,cid4638063,Photographic images,Photographs,"Loveman, Adolph and Loeb, Emil. Birmingham, AL",,"Loveman, Adolph","Loeb, Emil",,"Birmingham, AL",1900,Drawer,Mixed materials,Judaica Americana,Folder,AL 4,doc_ja_al_4_1r.tif; doc_ja_al_4_1v.tif
ref4003,cid4638062,Photographic images,Photographs,"Mangold, J. G. Palatka, FL",,"Mangold, J. G.",,,"Palatka, FL",1880,Drawer,Mixed materials,Judaica Americana,Folder,FL 43,doc_ja_fl_43_1r.tif; doc_ja_fl_43_1v.tif
ref4004,cid4638061,Photographic images,Photographs,"Mendelowicz, Israel. Boston, MA, Police mug shot of Israel Mendelowicz, arrested for wife neglect","Police mug shot of Israel Mendelowicz, arrested for wife neglect","Mendelowicz, Israel",,,"Boston, MA",1916 July 13,Drawer,Mixed materials,Judaica Americana,Folder,NYC Pamphlet 2020,doc_ja_nycp_2020_1r.tif; doc_ja_nycp_2020_1v.tif
ref4005,cid4638060,Photographic images,Photographs,"Montefiore, Moses. London, England, Carte-de-visite of Moses Montefiore, circa 1880","Carte-de-visite of Moses Montefiore, circa 1880","Montefiore, Moses",,,"London, England",1880,Folder,Mixed materials,Binder P,Page,21,lbr_fp_s21c_1r.tif; lbr_fp_s21c_1v.tif; lbr_fp_s21b_1r.tif; lbr_fp_s21b_1v.tif
ref4006,cid4638059,Photographic images,Photographs,"Morais, Sabato. London, England, Hand drawing of a torah crown, inserted with a photograph by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Hand drawing of a torah crown, inserted with a photograph by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,27,doc_ja_phil_mi_27_1r.tif; doc_ja_phil_mi_27_1v.tif
ref4007,cid4638058,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah breast plate, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah breast plate, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,28,doc_ja_phil_mi_28_1r.tif; doc_ja_phil_mi_28_1v.tif
ref4008,cid4638057,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah breast plate, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah breast plate, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,29,doc_ja_phil_mi_29_1r.tif; doc_ja_phil_mi_29_1v.tif
ref4009,cid4638056,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah crown, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah crown, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,36,doc_ja_phil_mi_36_1r.tif; doc_ja_phil_mi_36_1v.tif
ref4010,cid4638055,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,30,doc_ja_phil_mi_30_1r.tif; doc_ja_phil_mi_30_1v.tif
ref4011,cid4638054,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,31,doc_ja_phil_mi_31_1r.tif; doc_ja_phil_mi_31_1v.tif
ref4012,cid4638053,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,32,doc_ja_phil_mi_32_1r.tif; doc_ja_phil_mi_32_1v.tif
ref4013,cid4638052,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,33,doc_ja_phil_mi_33_1r.tif; doc_ja_phil_mi_33_1v.tif
ref4014,cid4638051,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,34,doc_ja_phil_mi_34_1r.tif; doc_ja_phil_mi_34_1v.tif
ref4015,cid4638050,Photographic images,Photographs,"Morais, Sabato. London, England, Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Photograph of a silver torah finaels, by Martin and Son, sent to Rabbi Sabato Morais of Mikveh Israel synagogue in Philadelphia, Pennsylvania regarding an inquiry to purchase","Morais, Sabato",,,"London, England",1885,Drawer,Mixed materials,Mickve Israel,Folder,35,doc_ja_phil_mi_35_1r.tif; doc_ja_phil_mi_35_1v.tif
ref4016,cid4638049,Photographic images,Photographs,"Moses, Bernard and Moses, Gustave. New Orleans, LA, Carte-de-visite of Ludwig Lehman, with full ad on back for B. and G. Moses in New Orleans, Louisiana","Carte-de-visite of Ludwig Lehman, with full ad on back for B. and G. Moses in New Orleans, Louisiana","Moses, Bernard","Moses, Gustave",,"New Orleans, LA",1870,Box,Mixed materials,4,Object,4d,bx4_4d_1r.tif; bx4_4d_1v.tif
ref4017,cid4638048,Photographic images,Photographs,"Nethersole, Olga. United States, Sweet Coporal Cigarette Card",Sweet Coporal Cigarette Card,"Nethersole, Olga",,,United States,1890,Drawer,Mixed materials,Judaica Americana,Folder,NYC 730,doc_ja_nyc_730_1r.tif; doc_ja_nyc_730_1v.tif
ref4018,cid4638047,Photographic images,Photographs,"Ohel Leah Synagogue. Hong Kong, Image of monument erected by Jacob Elias David Sassoon",Image of monument erected by Jacob Elias David Sassoon,,,Ohel Leah Synagogue,Hong Kong,undated,Drawer,Mixed materials,Montefiore,Folder,27,doc_mnt_27_1r.tif; doc_mnt_27_1v.tif
