Ref 1,Ref 2,Genre,Genre Sublevel,Description 1,Description 2,Person Name 1,Person Name 2,Corporation Name,Location,Date,Container 1 Type,Container 1 Label,Container 1 Locator,Container 2 Type,Container 2 Locator,Tiff Locators
ref2434,cid4639619,Documents,Letters,"Kohn, M. and Dropsie, Moses. New York, NY, Business letter from Kohn and Leberman to Moses Dropsie",Business letter from Kohn and Leberman to Moses Dropsie,"Kohn, M.","Dropsie, Moses",,"New York, NY",1871 January 7,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 27,doc_ja_phil_27_1r.tif; doc_ja_phil_27_1v.tif; doc_ja_phil_27_2r.tif; doc_ja_phil_27_2v.tif
ref2435,cid4639618,Documents,Letters,"Kohn, M. and Dropsie, Moses. Philadelphia, PA, Letter regarding payment",Letter regarding payment,"Kohn, M.","Dropsie, Moses",,"Philadelphia, PA",1870 May 3,Drawer,Mixed materials,Judaica Americana,Folder,PHIL 28,doc_ja_phil_28_1r.tif; doc_ja_phil_28_1v.tif
ref2436,cid4639617,Documents,Letters,"Kraus, Charles and Kraus, Solomon. Wheeling, WV, Letter from C. Kraus, Successor to Henry Schmulbach regarding a shipment of wine received from Pleasant Valley Wines","Letter from C. Kraus, Successor to Henry Schmulbach regarding a shipment of wine received from Pleasant Valley Wines","Kraus, Charles","Kraus, Solomon",,"Wheeling, WV",1884 August 21,Drawer,Mixed materials,Billheads Post-1880,Folder,WV 898,doc_bhl_wv_898_1r.tif; doc_bhl_wv_898_1v.tif
ref2437,cid4639616,Documents,Letters,"Kursheedt, Alexander. New York, NY, Signed business letter from Alexander Kursheedt (1811-1884)",Signed business letter from Alexander Kursheedt (1811-1884),"Kursheedt, Alexander",,,"New York, NY",1837 November 18,Drawer,Mixed materials,Judaica Americana,Folder,NYC 908,doc_ja_nyc_908_1r.tif; doc_ja_nyc_908_1v.tif
ref2438,cid4639615,Documents,Letters,"Kursheedt, Gershom and Montefiore, Moses. Philadelphia, PA, This letter is a period copy from Moses Monifiore to Gershom Kursheedt and Solomon Isaacs in New York, thanking the Congregations for donating 64 Pound Sterling to ""our poor brethren in the Holy Land"". He notes that the Distribution Committee in Amsterdam will handle sending the funds to the needy. On the verso of the letter is a note to the editor, asking that the letter be published. it was then copied and sent to Isaac Leeser for publication in the Occident","This letter is a period copy from Moses Monifiore to Gershom Kursheedt and Solomon Isaacs in New York, thanking the Congregations for donating 64 Pound Sterling to ""our poor brethren in the Holy Land"". He notes that the Distribution Committee in Amsterdam will handle sending the funds to the needy. On the verso of the letter is a note to the editor, asking that the letter be published. it was then copied and sent to Isaac Leeser for publication in the Occident","Kursheedt, Gershom","Montefiore, Moses",,"Philadelphia, PA",1857 January 19,Drawer,Mixed materials,Leeser,Folder,International,leeser_20_1063_001.tif; leeser_20_1063_002.tif
ref2439,cid4639614,Documents,Letters,"Lauer, Ignatius and Putzel, S. G. Baltimore, MD, Invitation and letter from Ignatius Lauer and S.G. Putzel, the Secretary and President respectively of the Baltimore United Hebrew Assistance Society. It is an invitation to attend the annual festival held on Thanksgiving Day,1854 for the aid of fellow Hebrews","Invitation and letter from Ignatius Lauer and S.G. Putzel, the Secretary and President respectively of the Baltimore United Hebrew Assistance Society. It is an invitation to attend the annual festival held on Thanksgiving Day,1854 for the aid of fellow Hebrews","Lauer, Ignatius","Putzel, S. G.",,"Baltimore, MD",1854 November 20,Drawer,Mixed materials,Judaica Americana,Folder,MD 247,doc_ja_md_247_1r.tif; doc_ja_md_247_1v.tif
ref2440,cid4639613,Documents,Letters,"Lazarus, Michael. Charleston, SC, A one page letter signed by Michael Lazarus and written to C.P. Relf, a noted Pennsylvania agriculturalist concerning the cotton and rice trade, quoting bid and ask market prices for both commodities, and speculating on the future price of cotton. Written during the Antebellum slave period in Charleston, South Carolina","A one page letter signed by Michael Lazarus and written to C.P. Relf, a noted Pennsylvania agriculturalist concerning the cotton and rice trade, quoting bid and ask market prices for both commodities, and speculating on the future price of cotton. Written during the Antebellum slave period in Charleston, South Carolina","Lazarus, Michael",,,"Charleston, SC",1846 November 2,Drawer,Mixed materials,Judaica Americana,Folder,SC 576,doc_ja_sc_576_1r.tif; doc_ja_sc_576_1v.tif
ref2441,cid4639612,Documents,Letters,"Lazarus, Michael. Charleston, SC, Signed letter to S. Hutckins in Providence, Rhode Island from Michael Lazarus regarding the sale of cotton to Hitckins. Lazarus expresses his disappointment and that he has made no profit on the sale","Signed letter to S. Hutckins in Providence, Rhode Island from Michael Lazarus regarding the sale of cotton to Hitckins. Lazarus expresses his disappointment and that he has made no profit on the sale","Lazarus, Michael",,,"Charleston, SC",1846 July 30,Drawer,Mixed materials,Judaica Americana,Folder,SC 582,doc_ja_sc_582_1r.tif; doc_ja_sc_582_1v.tif
ref2442,cid4639611,Documents,Letters,"Lazarus, Rachel Mordecai and Mordecai, Emma. Wilmington, NC, One page stampless letter from Rachel Mordecai Lazarus (1788-1838) of Wilmington, North Carolina to Emma Mordecai of Richmond, Virginia. It discusses family events and daily life","One page stampless letter from Rachel Mordecai Lazarus (1788-1838) of Wilmington, North Carolina to Emma Mordecai of Richmond, Virginia. It discusses family events and daily life","Lazarus, Rachel Mordecai","Mordecai, Emma",,"Wilmington, NC",1832 April 11,Drawer,Mixed materials,Judaica Americana,Folder,NC 418,doc_ja_nc_418_1r.tif; doc_ja_nc_418_1v.tif; doc_ja_nc_418_2r.tif; doc_ja_nc_418_2v.tif
ref2443,cid4639610,Documents,Letters,"Leberman, L. Philadelphia, PA, Printed letter from J. Solis Cohen and Mayer Sulzberger inviting the recipient to a meeting in Moses Dropsie's office at 29 South 6th St., with the purpose of founding a college of education of the youth for Jewish ministry. The president of the meeting is to pick two members from each Jewish congregation for fundraising at their respective congregations","Printed letter from J. Solis Cohen and Mayer Sulzberger inviting the recipient to a meeting in Moses Dropsie's office at 29 South 6th St., with the purpose of founding a college of education of the youth for Jewish ministry. The president of the meeting is to pick two members from each Jewish congregation for fundraising at their respective congregations","Leberman, L.",,,"Philadelphia, PA",1864 November 6,Drawer,Mixed materials,Judaica Americana,Folder,Phila Pamphlet 11,doc_ja_phil_pam_11_1r.tif; doc_ja_phil_pam_11_1v.tif
ref2444,cid4639609,Documents,Letters,"Leebes, S. and Edinger, M. B. Salt Lake City, UT, Letter noting that merchandise will be delivered, signed by M.B. Edinger for S. Leebes and Co","Letter noting that merchandise will be delivered, signed by M.B. Edinger for S. Leebes and Co","Leebes, S.","Edinger, M. B.",,"Salt Lake City, UT",1873 December 28,Drawer,Mixed materials,Billheads Pre-1880,Folder,UT 3031,doc_bhe_ut_3031_1r.tif; doc_bhe_ut_3031_1v.tif
ref2445,cid4639608,Documents,Letters,"Leebes, S. and Edinger, M. B. San Francisco, CA, Printed letter informing the recipient that Mr. Edinger will be visiting for a sales call",Printed letter informing the recipient that Mr. Edinger will be visiting for a sales call,"Leebes, S.","Edinger, M. B.",,"San Francisco, CA",1876,Drawer,Mixed materials,Judaica Americana,Folder,CA 308,doc_ja_ca_308_1r.tif; doc_ja_ca_308_1v.tif
ref2446,cid4639607,Documents,Letters,"Leebes, S. San Francisco, CA, Business letter from S. Leebes to Fort Bridges, Wyoming, sending some speciments of Chinese coins","Business letter from S. Leebes to Fort Bridges, Wyoming, sending some speciments of Chinese coins","Leebes, S.",,,"San Francisco, CA",1875 February 10,Drawer,Mixed materials,Billheads Pre-1880,Folder,SF 833,doc_bhe_sf_833_1r.tif; doc_bhe_sf_833_1v.tif
ref2447,cid4639606,Documents,Letters,"Leeser, Isaac and A. Bloch. Cincinnati, OH, Three page letter from A. Bloch, brother of Edward Bloch (1816-1881) in Cincinnati, Ohio to Isaac Leeser in Philadelphia. It is highly personal, dealing with the state of family health and the sorrow of being away from his mother and friends in Bohemia","Three page letter from A. Bloch, brother of Edward Bloch (1816-1881) in Cincinnati, Ohio to Isaac Leeser in Philadelphia. It is highly personal, dealing with the state of family health and the sorrow of being away from his mother and friends in Bohemia","Leeser, Isaac",A. Bloch,,"Cincinnati, OH",1833 March 2,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0137_1r.tif; LSKAP0137_1v.tif; LSKAP0137_2r.tif; LSKAP0137_2v.tif
ref2448,cid4639605,Documents,Letters,"Leeser, Isaac and Abelson, Simon. Philadelphia, PA, Letter from Simon Abelson to Isaac Leeser, asking to replace an ad for A. Myers and Raphael Heile","Letter from Simon Abelson to Isaac Leeser, asking to replace an ad for A. Myers and Raphael Heile","Leeser, Isaac","Abelson, Simon",,"Philadelphia, PA",1855,Drawer,Mixed materials,Leeser,Folder,Philadelphia,leeser_20_776_001.tif; leeser_20_776_002.tif
ref2449,cid4639604,Documents,Letters,"Leeser, Isaac and Abraham, Joseph. Cincinnati, OH, Three page letter from Joseph Abraham in Cincinnati, Ohio to Isaac Leeser in Philadelphia, Pennsylvania. This letter gives a rare personal insight into the ongoing Wise reform controversy","Three page letter from Joseph Abraham in Cincinnati, Ohio to Isaac Leeser in Philadelphia, Pennsylvania. This letter gives a rare personal insight into the ongoing Wise reform controversy","Leeser, Isaac","Abraham, Joseph",,"Cincinnati, OH",1858 October 14,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0141_1r.tif; LSKAP0141_2r.tif; LSKAP0141_3r.tif
ref2450,cid4639603,Documents,Letters,"Leeser, Isaac and Abraham, Joseph. Cincinnati, OH, Two page letter from Louis Abraham in Cincinnati, Ohio to Isaac Leeser, in which Abraham announces that he is the only Jewish lawyer in Ohio. Ha also brings Leeser up to date on Jewish happenings in Cincinnati","Two page letter from Louis Abraham in Cincinnati, Ohio to Isaac Leeser, in which Abraham announces that he is the only Jewish lawyer in Ohio. Ha also brings Leeser up to date on Jewish happenings in Cincinnati","Leeser, Isaac","Abraham, Joseph",,"Cincinnati, OH",1851 July 16,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0136_1r.tif; LSKAP0136_1r.tif
ref2451,cid4639602,Documents,Letters,"Leeser, Isaac and Abraham, Joseph. Cinncinati, OH, Three page letter from Joseph Abraham in Cincinnati, Ohio to Isaac Leeser in Philadelphia, Pennsylvania, in which he relates news on the late dedication of a ""progressive Jewish temple"" in Cincinnati. He goes on to rail against Reform and the concept that ""rationalism is to govern against the words of inspiration.""","Three page letter from Joseph Abraham in Cincinnati, Ohio to Isaac Leeser in Philadelphia, Pennsylvania, in which he relates news on the late dedication of a ""progressive Jewish temple"" in Cincinnati. He goes on to rail against Reform and the concept that ""rationalism is to govern against the words of inspiration.""","Leeser, Isaac","Abraham, Joseph",,"Cincinnati, OH",Question,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0135_1r.tif; LSKAP0135_1v.tif
ref2452,cid4639601,Documents,Letters,"Leeser, Isaac and Abraham, Lewis. Cincinnati, OH, One page letter from Lewis Abraham in Cincinnati to Isaac Leeser about Occident business",One page letter from Lewis Abraham in Cincinnati to Isaac Leeser about Occident business,"Leeser, Isaac","Abraham, Lewis",,"Cincinnati, OH",1847 May 18,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0248_1r.tif; LSKAP0248_2r.tif
ref2453,cid4639600,Documents,Letters,"Leeser, Isaac and Abraham, Lewis. Cinncinati, OH, Letter from Lewis Abraham in Cincinnati, in which he addresses a serious question to Isaac Leeser regarding the various synagogue practices in the United States on charging for seats and seat ownership","Letter from Lewis Abraham in Cincinnati, in which he addresses a serious question to Isaac Leeser regarding the various synagogue practices in the United States on charging for seats and seat ownership","Leeser, Isaac","Abraham, Lewis",,"Cincinnati, OH",1852 June 8,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0142_1r.tif; LSKAP0142_1v.tif; LSKAP0142_2v.tif
ref2454,cid4639599,Documents,Letters,"Leeser, Isaac and Allen, Henry S. Philadelphia, PA, Signed letter from Henry S. Allen to Isaac Leeser, thanking him for the free ad for their 7th anniversary ball","Signed letter from Henry S. Allen to Isaac Leeser, thanking him for the free ad for their 7th anniversary ball","Leeser, Isaac","Allen, Henry S.",,"Philadelphia, PA",1848 December 19,Drawer,Mixed materials,Leeser,Folder,Philadelphia,LSKAP0162_1r.tif
ref2455,cid4639598,Documents,Letters,"Leeser, Isaac and An Impartial Observer. Philadelphia, PA, Letter to Isaac Leeser calling for Jews to unite",Letter to Isaac Leeser calling for Jews to unite,"Leeser, Isaac",An Impartial Observer,,"Philadelphia, PA",1863,Drawer,Mixed materials,Leeser,Folder,Philadelphia,LSKAP0167_1r.tif; LSKAP0167_1v.tif
ref2456,cid4639597,Documents,Letters,"Leeser, Isaac and Auerbach, Henry. St. Louis, MO, Letter from Henry Auerbach, Secretary of the United Hewbrew Congregation in St. Louis to Isaac leeser, asking about the qualification of Henry Vidaver, who was previously the Rabbi of Rodeph Shalom in Philadelphia, PA","Letter from Henry Auerbach, Secretary of the United Hewbrew Congregation in St. Louis to Isaac leeser, asking about the qualification of Henry Vidaver, who was previously the Rabbi of Rodeph Shalom in Philadelphia, PA","Leeser, Isaac","Auerbach, Henry",,"St. Louis, MO",1864 May 30,Drawer,Mixed materials,Leeser,Folder,Missouri,LSKAP0101_1r.tif; LSKAP0101_1v.tif
ref2457,cid4639596,Documents,Letters,"Leeser, Isaac and Baland, Charles. Near Hartland, WI, Stampless letter from Charles Baland to Isaac Leeser ordering several Occidents and noting that he will order more if circumstances permit",Stampless letter from Charles Baland to Isaac Leeser ordering several Occidents and noting that he will order more if circumstances permit,"Leeser, Isaac","Baland, Charles",,"Near Hartland, WI",1851 November 29,Drawer,Mixed materials,Leeser,Folder,Wisconsin,LSKAP0223_1r.tif; LSKAP0223_2v.tif
ref2458,cid4639595,Documents,Letters,"Leeser, Isaac and Benjamin, Israel Joseph. Cincinnati, OH, Letter fragment from Benjamin II (Israel Joseph Benjamin) to Isaac Leeser. It is a rebuttal to attacks in the press by J. K. Gutheim, the preacher and chazzan of the Portuguese synagogue in New Orleans, regarding the Touro Monument Affair","Letter fragment from Benjamin II (Israel Joseph Benjamin) to Isaac Leeser. It is a rebuttal to attacks in the press by J. K. Gutheim, the preacher and chazzan of the Portuguese synagogue in New Orleans, regarding the Touro Monument Affair","Leeser, Isaac","Benjamin, Israel Joseph",,"Cincinnati, OH",Question,Drawer,Mixed materials,Leeser,Folder,Philadelphia,leeser_20_1043_001.tif; leeser_20_1043_002.tif
ref2459,cid4639594,Documents,Letters,"Leeser, Isaac and Bernal, A. I. H. Louisville, KY, Letter from A.I.H Bernal, the teacher at Congregation K.K. Adas Israel in Louisville, Kentucky to Isaac Leeser in Philadelphia. This is a detailed account of the difficulties he is having running the Sabbath School because of the interference of A. Gerstle, a lay leader in K.K Adas Israel","Letter from A.I.H Bernal, the teacher at Congregation K.K. Adas Israel in Louisville, Kentucky to Isaac Leeser in Philadelphia. This is a detailed account of the difficulties he is having running the Sabbath School because of the interference of A. Gerstle, a lay leader in K.K Adas Israel","Leeser, Isaac","Bernal, A. I. H.",,"Louisville, KY",1859 February 8,Drawer,Mixed materials,Leeser,Folder,Kentucky,leeser_20_1032_001.tif; leeser_20_1032_002.tif
ref2460,cid4639593,Documents,Letters,"Leeser, Isaac and Bernal, A. I. H. Louisville, KY, Letter from A.I.H Bernal, the teacher at Congregation K.K. Adas Israel in Louisville, Kentucky to Isaac Leeser in Philadelphia. This is a detailed first hand account of Rabbi Isaac Wise's visit to Louisville","Letter from A.I.H Bernal, the teacher at Congregation K.K. Adas Israel in Louisville, Kentucky to Isaac Leeser in Philadelphia. This is a detailed first hand account of Rabbi Isaac Wise's visit to Louisville","Leeser, Isaac","Bernal, A. I. H.",,"Louisville, KY",Question,Drawer,Mixed materials,Leeser,Folder,Kentucky,leeser_20_1031_001.tif; leeser_20_1031_002.tif
ref2461,cid4639592,Documents,Letters,"Leeser, Isaac and Bimusles, Evelyn. Philadelphia, PA, A signed report of the Hewbrew Ladies Sewing Society, detailing their the society's activities","A signed report of the Hewbrew Ladies Sewing Society, detailing their the society's activities","Leeser, Isaac","Bimusles, Evelyn",,"Philadelphia, PA",1852 December 16,Drawer,Mixed materials,Leeser,Folder,Philadelphia,LSKAP0155_1r.tif; LSKAP0155_2r.tif
ref2462,cid4639591,Documents,Letters,"Leeser, Isaac and Bloch, A. Baltimore, MD, Personal letter from Mrs. A. Bloch in Baltimore to Isaac Leeser, in which she expresses her regret at not hearing from Leeser","Personal letter from Mrs. A. Bloch in Baltimore to Isaac Leeser, in which she expresses her regret at not hearing from Leeser","Leeser, Isaac","Bloch, A.",,"Baltimore, MD",1835 May 22,Drawer,Mixed materials,Leeser,Folder,Maryland,"LSKAP0071_1R.tif, LSKAP0071_1V.tif; LSKAP0071_2V.tif"
ref2463,cid4639590,Documents,Letters,"Leeser, Isaac and Block, E. New York, NY, A detailed four page letter from E. (Eleazer) Block in New York City to Rev. Isaac Leeser in Philadelphia. The letter includes a rare description of the failed attempt to develop a ""Classical School"" for Jewish children in New York City. Block also discusses his family affairs","A detailed four page letter from E. (Eleazer) Block in New York City to Rev. Isaac Leeser in Philadelphia. The letter includes a rare description of the failed attempt to develop a ""Classical School"" for Jewish children in New York City. Block also discusses his family affairs","Leeser, Isaac","Block, E.",,"New York, NY",1849 September 5,Drawer,Mixed materials,Leeser,Folder,New York,LSKAP0116_1r.tif; LSKAP0116_1v.tif; LSKAP0116_2r.tif; LSKAP0116_2v.tif
ref2464,cid4639589,Documents,Letters,"Leeser, Isaac and Bloomingdale, S. Franklin, PA, Note from S. Bloomingdale inviting Isaac Leeser to a ball",Note from S. Bloomingdale inviting Isaac Leeser to a ball,"Leeser, Isaac","Bloomingdale, S.",,"Franklin, PA",1867 February 4,Drawer,Mixed materials,Leeser,Folder,Philadelphia,LSKAP0152_1r.tif
ref2465,cid4639588,Documents,Letters,"Leeser, Isaac and Bomeisler, Evelyn. Philadelphia, PA, Announcement of the annual meeting of the Jewish Foster Home",Announcement of the annual meeting of the Jewish Foster Home,"Leeser, Isaac","Bomeisler, Evelyn",,"Philadelphia, PA",1860 February 2,Drawer,Mixed materials,Leeser,Folder,Kap 157,LSKAP0157_1r.tif
ref2466,cid4639587,Documents,Letters,"Leeser, Isaac and Bomeisler, Evelyn. Philadelphia, PA, Announcement of the annual meeting of the Jewish Foster Home",Announcement of the annual meeting of the Jewish Foster Home,"Leeser, Isaac","Bomeisler, Evelyn",,"Philadelphia, PA",1856 January 24,Drawer,Mixed materials,Leeser,Folder,Kap 158,LSKAP0158_1r.tif
ref2467,cid4639586,Documents,Letters,"Leeser, Isaac and Bomeisler, Evelyn. Philadelphia, PA, Minutes of the annual meeting of the Jewish Foster Home",Minutes of the annual meeting of the Jewish Foster Home,"Leeser, Isaac","Bomeisler, Evelyn",,"Philadelphia, PA",1863 February 24,Drawer,Mixed materials,Leeser,Folder,Kap 156,LSKAP0156_1r.tif; LSKAP0156_1v.tif; LSKAP0156_2r.tif; LSKAP0156_2v.tif
ref2468,cid4639585,Documents,Letters,"Leeser, Isaac and Bomeisler, Evelyn. Philadelphia, PA, One letter and three printed invitations from Evelyn Bomeisler to Isaac Leeser. The letter includes four pages of the complete hand written minutes of the 8th annual meeting of the Jewish Foster Home Society of Philadelphia. The three printed invitations are to the annual meeting of the Jewish Foster Home Society of Philadelphia",One letter and three printed invitations from Evelyn Bomeisler to Isaac Leeser. The letter includes four pages of the complete hand written minutes of the 8th annual meeting of the Jewish Foster Home Society of Philadelphia. The three printed invitations are to the annual meeting of the Jewish Foster Home Society of Philadelphia,"Leeser, Isaac","Bomeisler, Evelyn",,"Philadelphia, PA",Question,Drawer,Mixed materials,Leeser,Folder,Philadelphia,LSKAP0159_1r.tif
ref2469,cid4639584,Documents,Letters,"Leeser, Isaac and Brandon, Joseph. New York, NY, Letter from Joseph Brandon in New York City to Isaac Leeser. Brandon is returing the ticket to the Education Society dinner, as he will not be able to attend","Letter from Joseph Brandon in New York City to Isaac Leeser. Brandon is returing the ticket to the Education Society dinner, as he will not be able to attend","Leeser, Isaac","Brandon, Joseph",,"New York, NY",1853 February 21,Drawer,Mixed materials,Leeser,Folder,New York,leeser_20_775_001.tif; leeser_20_775_002_and_003.tif; leeser_20_775_004.tif
ref2470,cid4639583,Documents,Letters,"Leeser, Isaac and Bruce, Samuel L. Cincinnati, OH, Letter from Samuel L. Bruce in Cincinnati to Isaac Leeser, in which Bruce launches into a diatribe against the Reform Movement in Cincinnati","Letter from Samuel L. Bruce in Cincinnati to Isaac Leeser, in which Bruce launches into a diatribe against the Reform Movement in Cincinnati","Leeser, Isaac","Bruce, Samuel L.",,"Cincinnati, OH",1864 January 10,Drawer,Mixed materials,Leeser,Folder,Ohio,LSKAP0235_1r.tif
ref2471,cid4639582,Documents,Letters,"Leeser, Isaac and Bruel, L. E. Cincinnati, OH, Letter from L. E. Bruel in Cincinnati to Isaac Leeser, in which Bruel informs him of the death of his father Samuel Bruel, an early and active member of the Cincinnati Jewish community. The letter also includes an obituary from a Cincinnati newspaper","Letter from L. E. Bruel in Cincinnati to Isaac Leeser, in which Bruel informs him of the death of his father Samuel Bruel, an early and active member of the Cincinnati Jewish community. The letter also includes an obituary from a Cincinnati newspaper","Leeser, Isaac","Bruel, L. E.",,"Cincinnati, OH",1864 July 11,Drawer,Mixed materials,Leeser,Folder,Ohio,leeser_20_1034_001.tif; leeser_20_1034_002.tif
ref2472,cid4639581,Documents,Letters,"Leeser, Isaac and Bush, Isidor. New York, NY, Letter from Isadore Bush (Busch) in New York City to Isaac Leeser in Philadelphia, in which Bush apologizes to Leeser for starting the first Jewish weekly in the United States, Israel's Herald, and explains that it will not compete with the Occident. The letter is in German with an English translation","Letter from Isadore Bush (Busch) in New York City to Isaac Leeser in Philadelphia, in which Bush apologizes to Leeser for starting the first Jewish weekly in the United States, Israel's Herald, and explains that it will not compete with the Occident. The letter is in German with an English translation","Leeser, Isaac","Bush, Isidor",,"New York, NY",1849 February 16,Drawer,Mixed materials,Leeser,Folder,New York,LSKAP0117_1r.tif; LSKAP0117_1v.tif; LSKAP0117_2v.tif
ref2473,cid4639580,Documents,Letters,"Leeser, Isaac and Bush, Isidor. St. Louis, MO, Letter from Isadore Bush (1822-1898) in St. Louis, Missouri to Isaac Leeser, in which Bush conveys his views on the state of Judaism, and takes Leeser to task for some of his views","Letter from Isadore Bush (1822-1898) in St. Louis, Missouri to Isaac Leeser, in which Bush conveys his views on the state of Judaism, and takes Leeser to task for some of his views","Leeser, Isaac","Bush, Isidor",,"St. Louis, MO",1853 December 8,Drawer,Mixed materials,Leeser,Folder,Missouri,LSKAP0102_1r.tif; LSKAP0102_2v.tif
ref2474,cid4639579,Documents,Letters,"Leeser, Isaac and Bush, Isidor. St. Louis, MO, Letter from Isidor Bush in St. Louis, Missouri to Isaac Leeser in Philadelphia, Pennsylvania, in which Bush asks Leeser to look over an article. In German with an English translation","Letter from Isidor Bush in St. Louis, Missouri to Isaac Leeser in Philadelphia, Pennsylvania, in which Bush asks Leeser to look over an article. In German with an English translation","Leeser, Isaac","Bush, Isidor",,"St. Louis, MO",1857 May 6,Drawer,Mixed materials,Leeser,Folder,Missouri,LSKAP0104_1_1r.tif; LSKAP0104_1_2r.tif; LSKAP0104_1r.tif; LSKAP0104_1v.tif
ref2475,cid4639578,Documents,Letters,"Leeser, Isaac and Bush, Isidor. St. Louis, MO, Letter from Isidor Bush in St. Louis, Missouri to Rev. Isaac Leeser in Philadelphia, Pennsylvania, in which Bush asks that Leeser reinstate his Occident subscription and accept a demand notice that he was cheated on, since Leeser knows the man","Letter from Isidor Bush in St. Louis, Missouri to Rev. Isaac Leeser in Philadelphia, Pennsylvania, in which Bush asks that Leeser reinstate his Occident subscription and accept a demand notice that he was cheated on, since Leeser knows the man","Leeser, Isaac","Bush, Isidor",,"St. Louis, MO",1851 January 6,Drawer,Mixed materials,Leeser,Folder,Missouri,LSKAP0103_1r.tif; LSKAP0103_1v.tif; LSKAP0103_2_1r.tif; LSKAP0103_2_2r.tif; LSKAP0103_2_3r.tif; LSKAP0103_2_4r.tif
ref2476,cid4639577,Documents,Letters,"Leeser, Isaac and C., J. Chicago, IL, Letter from J.C. of Chicago, Illinois to Isaac Leeser in Philadelphia, in which J.C. requests the dedication of the new cemetery of Kehilah Anshe Mayrif in Chicago, with related German attached news clipping from the Deborah, to be inserted in the Occident","Letter from J.C. of Chicago, Illinois to Isaac Leeser in Philadelphia, in which J.C. requests the dedication of the new cemetery of Kehilah Anshe Mayrif in Chicago, with related German attached news clipping from the Deborah, to be inserted in the Occident","Leeser, Isaac","C., J.",,"Chicago, IL",1857 June 24,Drawer,Mixed materials,Leeser,Folder,Illinois,kaplan_kestenbaum_lot_252_six_leeser_letters_120811_007a.tif; kaplan_kestenbaum_lot_252_six_leeser_letters_120811_007b.tif
ref2477,cid4639576,Documents,Letters,"Leeser, Isaac and Carr, L. Columbia, SC, Letter from Isaac Mayer Wise in Cincinnati to Isaac Leeser in Philadelphia, in which Wise lauds the success of his newly published Israelite. He also includes a copy of the publication. Letter from L. Carr in Columbia, South Carolina to Rev. Isaac Leeser in Philadelphia, Pennsylvania. It is a fine account of a smaller Southern community's struggle to re-establish Orthodox Judaism after the ravages of the Civil War","Letter from Isaac Mayer Wise in Cincinnati to Isaac Leeser in Philadelphia, in which Wise lauds the success of his newly published Israelite. He also includes a copy of the publication. Letter from L. Carr in Columbia, South Carolina to Rev. Isaac Leeser in Philadelphia, Pennsylvania. It is a fine account of a smaller Southern community's struggle to re-establish Orthodox Judaism after the ravages of the Civil War","Leeser, Isaac","Carr, L.",,"Columbia, SC",1867,Drawer,Mixed materials,Leeser,Folder,South Carolina,LSKAP0192_1r.tif; LSKAP0192_1v.tif; LSKAP0192_2r.tif; LSKAP0192_2v.tif
ref2478,cid4639575,Documents,Letters,"Leeser, Isaac and Caruahan, D. J. Pottsville, PA, Letter from D.J. Caruahan, a Presbyterian minister, to Isaac Leeser, in which Caruahan thanks Leeser for supplying answers to his questions and promises to visit in November. He also gives Leeser encouragement upon hearing that he was fired by Mikveh Israel","Letter from D.J. Caruahan, a Presbyterian minister, to Isaac Leeser, in which Caruahan thanks Leeser for supplying answers to his questions and promises to visit in November. He also gives Leeser encouragement upon hearing that he was fired by Mikveh Israel","Leeser, Isaac","Caruahan, D. J.",,"Pottsville, PA",1851 October 13,Drawer,Mixed materials,Leeser,Folder,Pennsylvania,LSKAP0148_1r.tif; LSKAP0148_1v.tif
ref2479,cid4639574,Documents,Letters,"Leeser, Isaac and Carvahlo, David Nunes. New Orleans, LA, An early Reconstruction era letter from D. Carvalho (1848-1925) in New Orleans to Rev. Isaac Leeser. Carvalho writea a somewhat angry business letter about books",An early Reconstruction era letter from D. Carvalho (1848-1925) in New Orleans to Rev. Isaac Leeser. Carvalho writea a somewhat angry business letter about books,"Leeser, Isaac","Carvahlo, David Nunes",,"New Orleans, LA",1866 April 19,Drawer,Mixed materials,Leeser,Folder,Louisiana,LSKAP0051R.tif; LSKAP0051V.tif
ref2480,cid4639573,Documents,Letters,"Leeser, Isaac and Carvalho, S. N. Charleston, SC, Letter to Rabbi Isaac Lesser (1806-1868) from the well know communal leader and public figure Solomon Nunes Carvalho (1815-1897). In this letter he speaks to an interpretation on Maimonides in an article that was proposed for publication in the Occident. Additionally he opines on other scholarly articles that were sent to Leeser",Letter to Rabbi Isaac Lesser (1806-1868) from the well know communal leader and public figure Solomon Nunes Carvalho (1815-1897). In this letter he speaks to an interpretation on Maimonides in an article that was proposed for publication in the Occident. Additionally he opines on other scholarly articles that were sent to Leeser,"Leeser, Isaac","Carvalho, S. N.",,"Charleston, SC",1852 September 2,Drawer,Mixed materials,Leeser,Folder,South Carolina,LSKAP0198_1r.tif; LSKAP0198_1v.tif
